<!-- DOJ_FILE_META tag=DOJ_CLEAN_V2 type=pdf mode=enrich detail_multiplier=3.00 run_id=20260306_034347_2815382_a216775e source=/home/longzb/Documents/DOJ/ROOT/DataSet 7/VOL00007/IMAGES/0001/EFTA00009632.pdf ts=2026-03-09T18:15:31 -->

## Page 1 (DOC) [TAG:DOJ_CLEAN_V2]

The user wants me to transcribe the document page exactly as it appears.

1.  **Analyze the image:**
OFFICIAL REPORTING SERVICE [REDACTED]

EFTA00009635

## Structured Fields
- **Date**: March 2005, July 2006
- **Location**: Palm Beach Police Department, Mr. Epstein's residence (Palm Beach implied)
- **Organizations**: The Palm Beach Police Department, FBI, Grand Jury
- **Names**: Mr. Epstein
- **Doc ID**: EFTA00009635

## Page 5 (DOC) [TAG:DOJ_CLEAN_V2]

5
1	A	Yes.
2	Q	And then there were some that were under the
3	age of 18, correct?
4	A	Yes.
5	Q	And as part of the federal investigation did
6	you have to investigate what we call the interstate
7	nexus aspect of the case?
8	A	Yes.
9	Q	And can you explain to the Grand Jury what
10	that is?
11	A	We looked at -- Mr. Epstein, as I mentioned
12	earlier, has two aircrafts, and we focused in on the
13	year 2004, 2005, he took approximately 60 trips to his
14	residence in Palm Beach, the majority of that time
15	focusing in on his assistant's cell phone, which his
16	assistant's name is [REDACTED] [REDACTED], we took a look at her
17	cell phone records and the majority of the times that
18	Mr. Epstein would fly into Palm Beach Mrs. -- Ms. [REDACTED]
19	would contact many of our underage victims either prior
20	to coming into Palm Beach, the day of, the day before,
21	even the day after, and certainly throughout the time
22	that Mr. Epstein was at his residence in Palm Beach.
23	Q	And from the interviews of the girls that have
24	been conducted, what was the subject of those telephone
25	calls?

OFFICIAL REPORTING SERVICE [REDACTED]
EFTA00009636

## Structured Fields
- **Doc ID**: EFTA00009636
- **Location**: Palm Beach
- **Names**: Mr. Epstein, Ms. [Redacted] (Assistant)

## Page 6 (DOC) [TAG:DOJ_CLEAN_V2]

6
1 A Can you restate the question?
2 Q Sure. From the interviews of the girls that
3 have been conducted, what was the subject matter of the
4 telephone calls from [REDACTED] [REDACTED]?
5 A [REDACTED] [REDACTED] would schedule the underage girls
6 to come and work, perform the massages for Mr. Epstein,
7 so she was responsible, she as well as another
8 assistant, [REDACTED] [REDACTED], they were his personal
9 assistants who would set up appointments for Mr. Epstein
10 for the girls to come and perform their sexual massages.
11 Q All right. Is [REDACTED] [REDACTED] also considered a
12 target of this investigation?
13 A Yes, she is.
14 Q And I will just -- I will spell [REDACTED]
15 [REDACTED] for the Grand Jury. The first name is
16 [REDACTED] and the last name is spelled
17 [REDACTED] and does Ms. [REDACTED] have a new last
18 name?
19 A Yes, she does, she is married and her name is
20 [REDACTED].
21 Q [REDACTED]. Is Ms. [REDACTED] at least a subject of
22 this investigation, in other words, you are
23 investigating her activity?
24 A We are looking at that.
25 Q In addition to those two assistants, from the

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields
- **Document ID**: EFTA00009637
- **Page Number**: 6
- **Organization**: OFFICIAL REPORTING SERVICE
- **Names**: Mr. Epstein, Ms. [REDACTED]
- **Context**: Legal investigation involving interviews and telephone calls regarding underage girls and sexual massages for Mr. Epstein.

## Page 7 (DOC) [TAG:DOJ_CLEAN_V2]

7
1 interviews of the girls, is there anyone else who is
2 associated with Mr. Epstein who is thought to be
3 involved in this activity?
4 A [REDACTED] [REDACTED] has been referred to as his
5 companion, girl friend, personal assistant, she through
6 the testimony of the girls has engaged in sexual
7 activity with at least three of the underage minors.
8 Q And [REDACTED] is [REDACTED]. So Ms.
9 [REDACTED] is also at least a subject of the
10 investigation, correct?
11 A Yes, she is.
12 Q Now, as part of this investigation you
13 mentioned that subpoenas were issued on behalf of either
14 the old Grand Jury or this Grand Jury.
15 Can you run through what subpoenas have been
16 issued and what documents have been received in response
17 to that?
18 A Sure. We issued a Grand Jury subpoena to
19 Colonial Bank and we received financial records on
20 credit card accounts and individuals.
21 We subpoenaed Washington Mutual and they did a
22 search and were unable to locate records at this time.
23 We issued a Grand Jury subpoena for Capital One and
24 served that and that is still unresolved at this time as
25 far as them providing documents to us.

OFFICIAL REPORTING SERVICE [REDACTED]
EFTA00009638

## Structured Fields
- **Page Number:** 7
- **Document ID:** EFTA00009638
- **Names/Individuals mentioned:** Mr. Epstein, Colonial Bank, Washington Mutual, Capital One
- **Redacted Entities:** Names are redacted in lines 4, 8, and 9.

## Page 8 (DOC) [TAG:DOJ_CLEAN_V2]

8
1 We have subpoenaed Chase Credit Card and we
2 have received documents from Chase. We have subpoenaed
3 two businesses that Mr. Epstein has at least partial
4 ownership or associated to, Hyperion Air, Inc. and JEGE,
5 Inc., they were issued subpoenas and they have provided
6 documentation to us.
7 We have subpoenaed Mr. [REDACTED], who is a
8 pilot of Mr. Epstein's, and we have received
9 documentation from Mr. [REDACTED]. We have subpoenaed DTG
10 Operations, who is doing business as Dollar Rent-A-Car,
11 and we have received car rental agreements and financial
12 records from that business.
13 We have subpoenaed Royal Palm Beach High
14 School and have received documentation regarding the
15 students' records. We have subpoenaed three or four of
16 the victims, [REDACTED] being the first, and we have
17 received a bathing suit from [REDACTED].
18 We issued a Grand Jury subpoena to [REDACTED]
19 [REDACTED], we actually have issued [REDACTED] three subpoenas,
20 and we are still working on resolving her Grand Jury
21 material as well as testimony.
22 We have issued [REDACTED] [REDACTED] a subpoena, we
23 have issued -- she also is one of our underage victims.
24 We've issued Reimer Employment Agency a Grand Jury
25 subpoena and we have received documentation, that is an

OFFICIAL REPORTING SERVICE [REDACTED]
EFTA00009639

## Structured Fields
- **Case ID:** EFTA00009639
- **Names mentioned:** Mr. Epstein (mentioned), [Redacted Names]
- **Organizations/Entities:** Chase Credit Card, Hyperion Air, Inc., JEGE, Inc., DTG Operations (Dollar Rent-A-Car), Royal Palm Beach High School, Reimer Employment Agency, OFFICIAL REPORTING SERVICE

## Page 9 (DOC) [TAG:DOJ_CLEAN_V2]

9
employment agency located on the island of Palm Beach. We have subpoenaed the Palm Beach Police Department for their evidence in this case and we have received that. By the way, that is the only thing that I did not bring with me today, I brought everything else, but it is rather a lot of evidence, so we will probably be bringing that to you another time.
We have issued the Clerk of Courts of the State of Florida for Grand Jury transcripts in the state matter and we have received those. We have issued the Good Samaritan Hospital for billing records and we have received those.
We have issued a Grand Jury subpoena to the Dalton School located in New York and at this time they do not have the records we have requested or could not locate those.
We have issued a Grand Jury subpoena to Extra Touch Flowers located here in West Palm Beach and we have received documentation from them. We issued a Grand Jury subpoena to Bill Hammond, another pilot for Mr. Epstein, we have spoken with him.
We have issued a Grand Jury subpoena to [REDACTED]
[REDACTED], another one of Mr. Epstein's pilots, and we have received documentation as well as spoken to him.
We have issued a Grand Jury subpoena to [REDACTED]

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields
*   **Doc IDs:** EFTA00009640
*   **Names:** Mr. Epstein, Bill Hammond
*   **Organizations:** Palm Beach Police Department, Clerk of Courts, State of Florida, Grand Jury, Good Samaritan Hospital, Dalton School, Extra Touch Flowers, Official Reporting Service

## Page 10 (DOC) [TAG:DOJ_CLEAN_V2]

1   [REDACTED], who is the property manager currently for
2   Mr. Epstein at his Palm Beach residence, and we have
3   received documentation as well as spoken to him, and we
4   have issued a Grand Jury subpoena to [REDACTED] [REDACTED]
5   and have received some documentation and are still
6   awaiting a response.
7       Q     Now, you mentioned that you didn't bring with
8   you the evidence that you received from the Palm Beach
9   Police Department, but did you bring with you all of the
10  other evidence that was received in response to the
11  subpoenas?
12         A      I have.
13         Q     And is that evidence in the two boxes that are
14  here in the front?
15         A      Yes.
16         Q     We will bring all of this back to you when we
17  present the indictment, but would anyone like to look at
18  any of the documentation today?
19         A GRAND JUROR: What does the documentation
20  constitute, basically, the subpoenas?
21         THE WITNESS: It is primarily business
22  records, flight manifests, stuff that came from him
23  traveling to and from Palm Beach, credit card
24  records, the businesses as far as the rental
25  agreement which involves some of the underage girls

OFFICIAL REPORTING SERVICE [REDACTED]

10 EFTA00009641

## Structured Fields
- **Location**: Palm Beach (residence)
- **Names**: Mr. Epstein, THE WITNESS, A GRAND JUROR
- **Organizations**: Grand Jury, Palm Beach Police Department
- **Case IDs/Doc IDs**: EFTA00009641

## Page 11 (DOC) [TAG:DOJ_CLEAN_V2]

1                            with the rental cars, and flower shop, you know.
2                             A GRAND JUROR: Will we have an opportunity
3                              later to go through these if we need to?
4                             MS. [REDACTED]: Yes, we will bring them when
5                              we present the indictment. Yes, ma'am.
6                             A GRAND JUROR: If I should hold this for
7                               later let me know, she mentioned the hospital
8                                records were subpoenaed, could more information
9                                 about why they were subpoenaed be provided at this
10                                  time?
11 BY MS. [REDACTED]:
12    Q   You can answer that.
13    A   One of the girls that was an underage -- that
14                              was underage at the time that is involved with
15                               Mr. Epstein has had a baby and we were interested and
16                                wondering if possibly he was the father of that baby,
17                                 which at this time we do not believe he was.
18                                  A GRAND JUROR: Thank you.
19                                   MS. [REDACTED]: A question?
20                                   A GRAND JUROR: Did the flight manifest show
21                                     passengers on the plane?
22                                      THE WITNESS: Yes, they do.
23                                        A GRAND JUROR: Were any of the passengers the
24                                         underage girls that were a target of the
25                                          investigation?

OFFICIAL REPORTING SERVICE [REDACTED]


## Structured Fields
- **Doc ID:** EFTA00009642
- **Page Number:** 11
- **Names/Organizations:**
    - Mr. Epstein
    - OFFICIAL REPORTING SERVICE
- **Speaker Roles:**
    - A GRAND JUROR
    - MS. (Redacted)
    - THE WITNESS

## Page 12 (DOC) [TAG:DOJ_CLEAN_V2]

1                             THE WITNESS: At this time we have not
2                             associated any of these underage girls as being the
3                             passengers. The flight manifests, sometimes the
4                             pilot if they did not know who the passenger was
5                             would put one passenger or one female, one male,
6                             these were private planes and they, you know, may
7                             not have felt like they can go up and ask, but we
8                             don't have any evidence at this time to believe
9                             that they were any of our victims.                                 (
10                            MS. [REDACTED]: Any follow-up? Any other
11                            questions from the Grand Jury? Yes, ma'am.
12                            A GRAND JUROR: The records that you
13                            subpoenaed from the high school, what were they                                  (
14                            used for or why were they instrumental in the
15                            investigation?
16                            THE WITNESS: Those are the girls' school
17                            records and we are just looking at the girls'
18                            records.
19                            A GRAND JUROR: Absenteeism?
20                            THE WITNESS: Just looking at some of their
21                            grades and performances and how they did in school.
22                            MS. [REDACTED]: Ladies and gentlemen, before
23                            we continue, the witness has mentioned a few names
24                            of the minors and that is confidential information,
25                            obviously everything that you hear within these                                     (
                                                                        OFFICIAL REPORTING SERVICE     [REDACTED]                                                                                                 EFTA00009643

## Structured Fields
- **Doc ID:** EFTA00009643
- **Page Number:** 12
- **Participants:** THE WITNESS, MS. [REDACTED], A GRAND JUROR
- **Entities Mentioned:** Grand Jury, high school, flight manifests, private planes, girls' school records
- **Footer:** OFFICIAL REPORTING SERVICE

## Page 13 (DOC) [TAG:DOJ_CLEAN_V2]

1 walls is confidential.
2 BY MS. [REDACTED]:
3 Q Now, Special Agent [REDACTED], after -- in
4 addition to issuing the subpoenas, you mentioned that
5 one of the subpoenas was to the Palm Beach Police
6 Department. Did you review any of the evidence that
7 they collected?
8 A Yes.
9 Q And can you, for example, did the Palm Beach
10 Police Department interview any girls?
11 A Yes, they did, they interviewed several of the
12 girls, most of the girls, they took taped statements
13 from the girls either in the form of a tape-recorder or
14 through video.
15 Q And you have reviewed some of those
16 interviews, correct?
17 A Yes, we have.
18 Q And has the FBI performed any interviews?
19 A Yes, we have, we have performed interviews of
20 past and current employees of Mr. Epstein as well as
21 focusing in on the girls, the girls that were underage
22 at the time of the sexual activity, we wanted to
23 determine with these girls, again, the sexual activity
24 that took place with Mr. Epstein as well as how old they
25 were at the time, if they traveled with Mr. Epstein, any

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields
- **Doc ID**: EFTA00009644
- **Page Number**: 13
- **Names**: Ms. [REDACTED], Special Agent [REDACTED], Mr. Epstein
- **Organizations**: Palm Beach Police Department, FBI, Official Reporting Service
- **Locations**: Palm Beach

## Page 14 (DOC) [TAG:DOJ_CLEAN_V2]

14 

1 gifts that they may have gotten, so we did reach out to
2 several of the underage minors and gathered more
3 information from them.
4 Q And through the FBI's investigation has the
5 FBI identified additional victims that perhaps the state
6 police officers did not know about?
7 A Yes, we are still trying to identify, get
8 first names of girls and going back and looking through
9 school yearbooks and attempting to try to locate friends
10 of friends, so we are still in the process, when you
11 interview one of the girls and you ask if any of their
12 friends went, they sometimes will give you other names,
13 so we are in the process of still uncovering victims and
14 reaching out and interviewing additional girls that we
15 believe possibly were underage at the time of this
16 sexual activity.
17 Q If I could ask you to step outside.
18 (The witness was excused from the Grand Jury
19 room.)
20 (Questions posed by the Grand Jury.)
21 (The witness was recalled to testify before
22 the Grand Jury.)
23 BY MS. [REDACTED] :
24 Q Special Agent [REDACTED] , one of the Grand
25 Jurors asked whether there was any evidence of force or

OFFICIAL REPORTING SERVICE [REDACTED] 
EFTA00009645

## Structured Fields
- **Document ID:** EFTA00009645
- **Page Number:** 14
- **Organizations:** FBI, Grand Jury, Official Reporting Service
- **Roles:** Special Agent, Witness, Jurors

## Page 15 (VISION) [TAG:DOJ_CLEAN_V2]

## Detailed Description
The image displays a scanned page of a typewritten document, likely part of an official investigation or police report. The document features line numbers running down the left margin from 1 to 25. Two large black rectangular redactions obscure portions of the text: one covers lines 7 through roughly line 14, and a second covers line 25 and the bottom of the footer area. The top right corner indicates page number "15".

The text is divided into three distinct paragraphs or sections based on indentation and spacing.
-   **Paragraph One (Lines 2–6):** Continues from the word "coercion" on the previous line (Line 1). It describes a scenario where "girls" were instructed by a male figure ("he"). The text suggests they were told they might have to model lingerie or perform massages. It notes that they sometimes arrived in their own clothing and were instructed otherwise upon arrival.
-   **Paragraph Two (Lines 15–20):** This section appears immediately below the first redaction block. It discusses financial incentives ($200 to $400) for the work, noting a lack of formal training (they are "not masseuses"). It addresses the issue of coercion, suggesting that the payment was significant enough to offset the nature of the work (30 to 45 minutes).
-   **Paragraph Three (Lines 21–24):** This section discusses minors traveling to a male's residence. It implies a dangerous situation ("got in over their heads") where some victims did not return. The text is cut off by a second redaction block at the bottom, likely hiding a specific location or name.

Faint typewriter smudges and carbon copy marks are visible beneath the primary text in several places, such as around the word "massages" on line 17. The paper has three punch holes along the left edge, indicating it was originally part of a binder.

## Visible Text (verbatim)
**Top Right:** 15
**Bottom Right:** EFTA00009646

**Line 1:** coercion.
**Line 2:** A when talking to the girls they were told that
**Line 3:** they may have to -- they were going there to perform a
**Line 4:** massage, possibly model lingerie, they went there
**Line 5:** sometimes on multiple occasions and they may start off
**Line 6:** wearing their clothing and then he would instruct them
**Line 15:** far as coercion, they were paid $200 to $400 to perform
**Line 16:** these massages.
**Line 17:** They are not trained in performing massages,
**Line 18:** they don't -- they are not masseuses, but yet if you ask
**Line 19:** if they were coerced, they were paid quite a bit of
**Line 20:** money for 30 to 45 minutes work.
**Line 21:** Some of the girls, being that they were minors
**Line 22:** going to his residence, got in over their heads and did
**Line 23:** not always return or come back, some of our victims did
**Line 24:** not come back after, you know, they did go down to their
**Footer:** OFFICIAL REPORTING SERVICE [Redacted text]

## Notable Details / Clues
*   **Context of Coercion:** The document explicitly links financial compensation ("paid $200 to $400") with the concept of "coercion," suggesting a power imbalance or exploitation where money is used as leverage.
*   **Lack of Consent/Training:** The text highlights that the individuals were not trained ("They are not trained in performing massages") and were told things they "may have to" do, implying ambiguous instructions rather than clear consent.
*   **Victimization of Minors:** The text identifies some subjects as "minors" going to a male's residence who "got in over their heads," strongly implying child exploitation or trafficking scenarios.
*   **Redaction Scope:** The first redaction (lines 7-14) likely covers specific details about what the male figure did immediately after instructing them. The second redaction (line 25) likely hides a location or organization name associated with "OFFICIAL REPORTING SERVICE."
*   **Typewriter Artifacts:** There are visible smudges and faint underlying characters, particularly around lines 17-20, suggesting the document might be a carbon copy or was scanned over a previous draft.
*   **Document Footer:** The footer "OFFICIAL REPORTING SERVICE" suggests this is an administrative or legal transcription, not necessarily the original handwritten notes from an investigator.

## Page 16 (VISION) [TAG:DOJ_CLEAN_V2]

## Detailed Description
The image displays a single page from a typewritten legal document or transcript, identified by the page number "16" in the top right corner. The document features line numbers running down the left-hand margin, ranging from 1 to 25. Two large, solid black rectangular bars obscure significant portions of the text: one covers the top section (roughly lines 1-5) and a second obscures the response following the first question (lines 9-12). The text is formatted as a dialogue between an interviewer or prosecutor (indicated by "Q") and a witness or expert (indicated by "A"). The paper appears to be white with black typewritten text, characteristic of official government filings. At the bottom center, there is a footer line reading "OFFICIAL REPORTING SERVICE" followed by redacted characters. In the bottom right corner, an alphanumeric code "EFTA00009647" is visible, likely serving as a document control number or Bates stamp from the Electronic Discovery Exchange Archive System.

## Visible Text (verbatim)
**Page Header:**
16

**Lines 1-5 [REDACTED BY BLACK BAR]**

**Lines 6-8:**
6 Q And was there one instance where Mr. Epstein
7 actually engaged in vaginal intercourse with a girl
8 against her will?

**Lines 9-12 [REDACTED BY BLACK BAR]**

**Lines 14-16:**
14 Q A Grand Juror asked how old Mr. Epstein is.
15 A He was 45 at the time that we are looking at
16 him at that time period.

**Lines 17-21:**
17 Q A Grand Juror asked if you know the proportion
18 of girls who were underage versus 18 or older.
19 A The majority of the girls that we are looking
20 at are victims, well, all of our victims that we are
21 looking at were under the age of 18.

**Lines 22-25:**
22 As far as all of the girls that have been
23 interviewed, the majority definitely were under 18. To
24 give you a number, I would have to go and count, but I
25 would say in the state investigation there were over 25

**Footer:**
OFFICIAL REPORTING SERVICE [REDACTED]

## Notable Details / Clues
*   **Redaction Strategy:** The black bars are uniform and opaque, suggesting automated or deliberate redaction to hide specific names, dates, or incriminating details that the court deemed sensitive.
*   **Subject Matter Sensitivity:** The text explicitly discusses "vaginal intercourse," "victims," and "underage" individuals, indicating a high-stakes criminal proceeding, likely involving sexual exploitation.
*   **Specific Ages Mentioned:** The transcript highlights two specific ages: 45 (Mr. Epstein's age) and 18 (the threshold for adulthood).
*   **Witness Testimony Style:** The answer at line 23 ("well, all of our victims...") contains the speaker's colloquial filler words, typical of verbatim transcript recordings from a deposition or trial.
*   **Procedural Context:** References to a "Grand Juror" suggest this testimony is being given in a context where grand jury proceedings are relevant, possibly an impeachment inquiry or high-profile legal case.
*   **"Official Reporting Service":** The footer indicates the document was produced by a third-party court reporting entity.
*   **Line Numbering:** The line numbers (1-25) confirm this is a continuous page in a larger transcript, allowing for easy referencing of specific paragraphs.
*   **Incomplete Thought:** The last visible sentence at line 25 ends with "over 25", implying the witness was about to list a specific number or percentage but likely continued onto the next page.
*   **Document ID:** The code "EFTA00009647" at the bottom right suggests this document has been archived in a digital database, likely for preservation or public record access.

## Page 17 (DOC) [TAG:DOJ_CLEAN_V2]

```markdown
1 girls identified and more than a majority would have
2 been under the age of 18.
3 Q A Grand Juror asked whether we have obtained
4 Mr. Epstein's DNA and whether there was any DNA testing
5 of the baby that you spoke of earlier.
6 A No, we have not.
7 Q A Grand Juror asked how Mr. Epstein would make
8 contact with the girls, was this done via computer or in
9 some other method?
10 A I am sorry, [REDACTED] [REDACTED], his personal
11 assistant, would contact, or on some occasions [REDACTED]
12 [REDACTED] would also contact the girls via their cell
13 phone and we have message pads from the residents that
14 also indicate the girls calling the home in response to
15 some of those phone calls, so they would call, [REDACTED]
16 [REDACTED] would call, the majority of the calls were made
17 by [REDACTED] [REDACTED] to the girls arranging for these, you
18 know, can you come at this time, can you come at that
19 time.
20 Q And is the cellular telephone a facility of
21 interstate commerce?
22 A Yes, it is.
23 Q And then one of the Grand Jurors asked whether
24 the assistants knew that the girls were underage or
25 committed sex acts.

OFFICIAL REPORTING SERVICE [REDACTED]

17
EFTA00009648
```

## Structured Fields
*   **Names:** Mr. Epstein, Grand Jurors
*   **Organizations/Entities:** Official Reporting Service
*   **Document IDs:** EFTA00009648
*   **Page Number:** 17
</think>

1 girls identified and more than a majority would have
2 been under the age of 18.
3 Q A Grand Juror asked whether we have obtained
4 Mr. Epstein's DNA and whether there was any DNA testing
5 of the baby that you spoke of earlier.
6 A No, we have not.
7 Q A Grand Juror asked how Mr. Epstein would make
8 contact with the girls, was this done via computer or in
9 some other method?
10 A I am sorry, [REDACTED] [REDACTED], his personal
11 assistant, would contact, or on some occasions [REDACTED]
12 [REDACTED] would also contact the girls via their cell
13 phone and we have message pads from the residents that
14 also indicate the girls calling the home in response to
15 some of those phone calls, so they would call, [REDACTED]
16 [REDACTED] would call, the majority of the calls were made
17 by [REDACTED] [REDACTED] to the girls arranging for these, you
18 know, can you come at this time, can you come at that
19 time.
20 Q And is the cellular telephone a facility of
21 interstate commerce?
22 A Yes, it is.
23 Q And then one of the Grand Jurors asked whether
24 the assistants knew that the girls were underage or
25 committed sex acts.

OFFICIAL REPORTING SERVICE [REDACTED]

17
EFTA00009648

## Structured Fields
*   **Document ID:** EFTA00009648
*   **Page Number:** 17
*   **Names/Entities Mentioned:** Mr. Epstein, Grand Jurors
*   **Organization:** Official Reporting Service

## Page 18 (DOC) [TAG:DOJ_CLEAN_V2]

1 Did anybody, have you interviewed anybody who
2 affirmatively told you that they told [REDACTED] [REDACTED] their
3 age or what was going on behind closed doors?
4 A No, no, not at this time, not at this time.
5 Q And what leads you to believe that she, for
6 example, [REDACTED] [REDACTED] knew or should have known what was
7 going on?
8 A There are so many girls that [REDACTED] [REDACTED]
9 contacted to give Mr. Epstein massages that have no
10 training in massages, and that [REDACTED] [REDACTED] was aware
11 that girls were bringing other girls, you know, their
12 friends to do these massages.
13 [REDACTED] [REDACTED] was also making appointments for
14 legitimate massages for Mr. Epstein from legitimate
15 masseuses that would come and give him massages, so the
16 number of girls, their appearances at the time would
17 lead us to believe that [REDACTED] [REDACTED] had knowledge that
18 these girls were underage.
19 Q All right. Thank you very much. Those were
20 all the questions from the Grand Jury.
21 A GRAND JUROR: Actually, I have two more,
22 but.
23 MS. [REDACTED]: Okay.
24 A GRAND JUROR: What was the actual age range
25 of these girls?

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields
- **Page Number**: 18
- **Document ID**: EFTA00009649
- **Reporting Service**: OFFICIAL REPORTING SERVICE
- **Organization**: Grand Jury
- **Name**: Epstein (Mr.)

## Page 19 (DOC) [TAG:DOJ_CLEAN_V2]

1 THE WITNESS:	14 to I mean.
2 A GRAND JUROR:	The other one was, how did Ms.
3 [REDACTED] actually originally get these girls, how
4 were they brought in, I mean how were they, you
5 know, because you said she called them when he was
6 arriving, but how did these girls come into this in
7 the first place?
8 A GRAND JUROR:	Could she speak louder?
9 MS. [REDACTED]: Special Agent [REDACTED], we
10 just had a request that you speak louder.
11 A GRAND JUROR:	14 and what?
12 THE WITNESS:	Our victims were 14 to 17, but
13 we have girls that are 18, we have girls that are
14 20, we have girls that are in their early 20s, and
15 your question was?
16 A GRAND JUROR:	How did she originally get
17 them in in the first place?
18 THE WITNESS: We are focusing in on 2004,
19 2005, we have some evidence to show that this
20 activity was taking place even earlier than that,
21 certainly to include 2003 if you look at the
22 message pads, but focusing in on 2004, 2005, the
23 chain started with one of our minors and from that
24 minor who goes to the house, Mr. Epstein tells
25 her -- sees that she is maybe not comfortable with

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields
- **Document ID:** EFTA00009650 (bottom right)
- **Page Number:** 19 (top right)
- **Years Mentioned:** 2003, 2004, 2005
- **Names/Entities:**
    - THE WITNESS
    - A GRAND JUROR
    - Ms. [Redacted]
    - Special Agent [Redacted]
    - Mr. Epstein

## Page 20 (DOC) [TAG:DOJ_CLEAN_V2]

20

1 doing the massage the way he would like it and
2 tells her that she could bring other girls to do
3 the massages and she in fact if she brought another
4 girl she would be paid $200 for just bringing
5 another girl, so there starts the chain, and
6 Mr. Epstein would ask the girls or [REDACTED] would ask
7 the girls for their phone numbers so each time, you
8 know, if one of the girls brought a girl and he
9 liked her he would ask for her phone number, ask
10 her to leave the phone number, or [REDACTED] [REDACTED]
11 would get the phone number and then that girl would
12 maybe bring, because if you brought somebody you
13 didn't have to do the massage, but you also got
14 paid for bringing a new person, so not only if you
15 did the massage would you get anywhere from 200 to
16 400, but if you brought a new female you would
17 receive 200 or $400.
18         A GRAND JUROR: Do you know how she solicited
19 that original minor?
20         THE WITNESS: I don't. Well, I know that
21 minor was approached by two individuals and we have
22 interviewed one of those individuals who we can
23 connect back to Mr. Epstein four years, possibly,
24 prior to this, and stated that his job was actually
25 to drive some of the girls to the residence and

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields

*   **Doc ID**: EFTA00009651
*   **Names mentioned**: Mr. Epstein
*   **Organizations mentioned**: Official Reporting Service

## Page 21 (DOC) [TAG:DOJ_CLEAN_V2]

1 	 that's pretty much where we start off.
2 	 MS. [REDACTED]: Would the Grand Jury like
3 	Special Agent [REDACTED] to maintain the records
4 	that we received in response to the subpoenas?
5 	A GRAND JUROR: Maintain versus what?
6 	A GRAND JUROR: What is our choice?
7 	MS. [REDACTED]: I don't know that there is. I
8 	guess I could maintain them, but I don't believe we
9 	have secure storage in here.
10 	 Would you like Special Agent [REDACTED] to
11 	maintain custody?
12 	A GRAND JUROR: Yes.
13 	MS. [REDACTED]: You should have something to
14 	swear her in as a custodian.
15 	 (The witness was sworn in as the custodian of
16  records.)
17 	MS. [REDACTED]: Thank you, ladies and
18 	gentlemen, I am the last person for today, so you
19 	guys are free to go and we will see you probably in
20 	a couple of weeks, we will be seeing a lot of you.
21 	 (The witness was excused from the Grand Jury
22  room.)
23 	 (The testimony of the witness concluded
24  before the Grand Jury.)
25 

OFFICIAL REPORTING SERVICE [REDACTED]

## Structured Fields
- **Doc ID:** EFTA00009652
- **Page Number:** 21
- **Organization:** OFFICIAL REPORTING SERVICE

## Page 22 (DOC) [TAG:DOJ_CLEAN_V2]

CERTIFICATE OF REPORTER

I certify pages 2 through 21 are a true
transcript of my shorthand notes of the testimony of
[REDACTED] before the Federal Grand Jury,
West Palm Beach, Florida on the 6th day of February,
2007.

Mary [REDACTED]
[REDACTED]-Notary Public
Commission #DD0282274
Expires May 8, 2008

OFFICIAL REPORTING SERVICE [REDACTED]
EFTA00009653

## Structured Fields

- **Date of Testimony:** February 6, 2007
- **Commission Expiry Date:** May 8, 2008
- **Location:** West Palm Beach, Florida
- **Organization/Court Body:** Federal Grand Jury
- **Reporting Service:** Official Reporting Service
- **Document ID (Bates/Ref):** EFTA00009653

